Goods code;Add code;Order No.;Origin;Measure type;Excluded country code;Origin code;Meas. type code;Excluded country
2933599500;;;All third countries;Goods for torture and repression, export restriction;Paraguay;1008;708;PY
2933599500;;;All third countries;Goods for torture and repression, export restriction;Bosnia and Herzegovina;1008;708;BA
2933599500;;;All third countries;Goods for torture and repression, export restriction;Sao Tome and Principe;1008;708;ST
2933599500;;;All third countries;Goods for torture and repression, export restriction;Switzerland;1008;708;CH
2933599500;;;All third countries;Goods for torture and repression, export restriction;Gabon;1008;708;GA
2933599500;;;All third countries;Goods for torture and repression, export restriction;South Africa;1008;708;ZA
2933599500;;;All third countries;Goods for torture and repression, export restriction;Saint Barthélemy;1008;708;BL
2933599500;;;All third countries;Goods for torture and repression, export restriction;Bonaire, Sint Eustatius and Saba;1008;708;BQ
2933599500;;;All third countries;Goods for torture and repression, export restriction;Curaçao;1008;708;CW
2933599500;;;All third countries;Goods for torture and repression, export restriction;Sint Maarten (Dutch part);1008;708;SX
2933599500;;;All third countries;Goods for torture and repression, export restriction;South Georgia and South Sandwich Islands;1008;708;GS
2933599500;;;All third countries;Goods for torture and repression, export restriction;Argentina;1008;708;AR
2933599500;;;All third countries;Goods for torture and repression, export restriction;Rwanda;1008;708;RW
2933599500;;;All third countries;Goods for torture and repression, export restriction;Saint Helena, Ascension and Tristan da Cunha;1008;708;SH
2933599510;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599510;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599513;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599513;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599514;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599514;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599516;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599516;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599519;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599519;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599520;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599520;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599521;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599521;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599527;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599527;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599529;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599529;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599531;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599531;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599532;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599532;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599533;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599533;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599534;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599534;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599536;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599536;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599538;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599538;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599541;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599541;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599542;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599542;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599544;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599544;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599545;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599545;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599546;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599546;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599547;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599547;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599550;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599550;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599551;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599551;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599552;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599552;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599554;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599554;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599556;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599556;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599558;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599558;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599560;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599560;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599561;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599561;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599563;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599563;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599564;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599564;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599565;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599565;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599566;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599566;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599568;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599568;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599570;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599570;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599577;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599577;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933599582;;092025;ERGA OMNES;Non preferential tariff quota;Belarus;1011;122;BY
2933599582;;092025;ERGA OMNES;Non preferential tariff quota;Russian Federation;1011;122;RU
2933599587;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933599587;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933610000;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2933610000;;;ERGA OMNES;Anti-dumping/countervailing statistic;China;1011;566;CN
2933690000;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2933698013;;092547;ERGA OMNES;Non preferential tariff quota;Belarus;1011;122;BY
2933698013;;092547;ERGA OMNES;Non preferential tariff quota;Russian Federation;1011;122;RU
2933698015;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933698015;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933698017;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933698017;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933698023;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933698023;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933698027;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933698027;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933698030;;092860;ERGA OMNES;Non preferential tariff quota;Russian Federation;1011;122;RU
2933698030;;092860;ERGA OMNES;Non preferential tariff quota;Belarus;1011;122;BY
2933698033;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933698033;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933698040;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933698040;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933698043;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933698043;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933698045;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933698045;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933698055;;;ERGA OMNES;Autonomous suspension under end-use;Russian Federation;1011;115;RU
2933698055;;;ERGA OMNES;Autonomous suspension under end-use;Belarus;1011;115;BY
2933698060;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933698060;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933698065;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933698065;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933698070;;;ERGA OMNES;Anti-dumping/countervailing statistic;China;1011;566;CN
2933698075;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933698075;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933698080;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933698080;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933710000;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2933790000;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2933790015;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933790015;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933790023;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933790023;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933790025;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933790025;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933790030;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933790030;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933790045;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933790045;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933790055;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933790055;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933790065;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933790065;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933790070;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933790070;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933790075;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933790075;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933790085;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933790085;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933910000;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2933920000;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2933990000;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2933992000;;;All third countries;Goods for torture and repression, export prohibition;Melilla;1008;706;XL
2933992000;;;All third countries;Goods for torture and repression, export prohibition;Ceuta;1008;706;XC
2933998001;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998001;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998002;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998002;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998003;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998003;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998004;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998004;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998005;;092566;ERGA OMNES;Non preferential tariff quota;Russian Federation;1011;122;RU
2933998005;;092566;ERGA OMNES;Non preferential tariff quota;Belarus;1011;122;BY
2933998007;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998007;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998008;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998008;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998009;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998009;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998010;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998010;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998013;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998013;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998016;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998016;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998018;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998018;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998020;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998020;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998021;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998021;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998022;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998022;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998023;;092544;ERGA OMNES;Non preferential tariff quota;Russian Federation;1011;122;RU
2933998023;;092544;ERGA OMNES;Non preferential tariff quota;Belarus;1011;122;BY
2933998024;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998024;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998025;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998025;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998026;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998026;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998027;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998027;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998028;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998028;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998029;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998029;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998030;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998030;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998031;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998031;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998032;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998032;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998033;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998033;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998034;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998034;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998035;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998035;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998037;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998037;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998038;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998038;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998040;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998040;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998041;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998041;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998042;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998042;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998043;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998043;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998046;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998046;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998048;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998048;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998049;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998049;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998050;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998050;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998051;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998051;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998052;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998052;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998054;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998054;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998055;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998055;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998056;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998056;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998057;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998057;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998060;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998060;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998061;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998061;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998062;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998062;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998063;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998063;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998064;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998064;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998067;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998067;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998068;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998068;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998069;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998069;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998070;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998070;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998071;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998071;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998072;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998072;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998073;;092658;ERGA OMNES;Non preferential tariff quota;Russian Federation;1011;122;RU
2933998073;;092658;ERGA OMNES;Non preferential tariff quota;Belarus;1011;122;BY
2933998074;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998074;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998075;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998075;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998076;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998076;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998077;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998077;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998078;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998078;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998080;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998080;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998081;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998081;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998082;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998082;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2933998087;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2933998087;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934000000;;;GSP - General arrangements;Tariff preference;India;2020;142;IN
2934100010;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934100010;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934100020;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934100020;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934100035;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934100035;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934100045;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934100045;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934100060;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934100060;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934208015;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934208015;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934208025;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934208025;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934208035;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934208035;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934208070;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934208070;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934309010;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934309010;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999000;;;All third countries;Goods for torture and repression, export prohibition;Ceuta;1008;706;XC
2934999000;;;All third countries;Goods for torture and repression, export prohibition;Melilla;1008;706;XL
2934999004;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999004;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999005;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999005;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999006;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999006;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999007;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999007;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999008;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999008;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999009;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999009;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999010;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999010;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999011;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999011;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999012;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999012;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999013;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999013;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999014;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999014;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999016;;092549;ERGA OMNES;Non preferential tariff quota;Belarus;1011;122;BY
2934999016;;092549;ERGA OMNES;Non preferential tariff quota;Russian Federation;1011;122;RU
2934999017;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999017;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
2934999018;;;ERGA OMNES;Autonomous tariff suspension;Russian Federation;1011;112;RU
2934999018;;;ERGA OMNES;Autonomous tariff suspension;Belarus;1011;112;BY
