Goods code;Add code;Order No.;Origin code;Meas. type code;Meas. cond;Sequence;Certificate;Cond. amount;Mon. unit;Meas. unit;Meas. unit qual;Meas. action
0201100029;;092202;CA;122;B;2;;;;;;07
0201100029;;092202;CA;122;B;2;;;;;;07
0201100029;;092202;CA;122;B;2;;;;;;07
0201100029;;092202;NZ;122;B;1;A023;;;;;27
0201100029;;092202;NZ;122;B;1;A023;;;;;27
0201100029;;092202;NZ;122;B;1;A023;;;;;27
0201100029;;092202;NZ;122;B;1;A023;;;;;27
0201100029;;092202;NZ;122;B;2;;;;;;07
0201100029;;092202;NZ;122;B;2;;;;;;07
0201100029;;092202;NZ;122;B;2;;;;;;07
0201100029;;092202;NZ;122;B;2;;;;;;07
0201100029;;092202;UY;122;B;1;A023;;;;;27
0201100029;;092202;UY;122;B;1;A023;;;;;27
0201100029;;092202;UY;122;B;1;A023;;;;;27
0201100029;;092202;UY;122;B;1;A023;;;;;27
0201100029;;092202;UY;122;B;2;;;;;;07
0201100029;;092202;UY;122;B;2;;;;;;07
0201100029;;092202;UY;122;B;2;;;;;;07
0201100029;;092202;UY;122;B;2;;;;;;07
0201100029;;092203;US;122;B;1;A023;;;;;27
0201100029;;092203;US;122;B;1;A023;;;;;27
0201100029;;092203;US;122;B;1;A023;;;;;27
0201100029;;092203;US;122;B;1;A023;;;;;27
0201100029;;092203;US;122;B;2;;;;;;07
0201100029;;092203;US;122;B;2;;;;;;07
0201100029;;092203;US;122;B;2;;;;;;07
0201100029;;092203;US;122;B;2;;;;;;07
0201100029;;094002;CA;122;B;1;A017;;;;;27
0201100029;;094002;CA;122;B;2;;;;;;07
0201100029;;094002;CA;122;C;1;L001;;;;;27
0201100029;;094002;CA;122;C;2;;;;;;07
0201100029;;094002;CA;122;Q;1;Y100;;;;;27
0201100029;;094002;CA;122;Q;2;;;;;;07
0201100029;;094002;US;122;B;1;A017;;;;;27
0201100029;;094002;US;122;B;2;;;;;;07
0201100029;;094002;US;122;C;1;L001;;;;;27
0201100029;;094002;US;122;C;2;;;;;;07
0201100029;;094002;US;122;Q;1;Y100;;;;;27
0201100029;;094002;US;122;Q;2;;;;;;07
0201100029;;094280;CA;143;C;1;L001;;;;;27
0201100029;;094280;CA;143;C;2;;;;;;07
0201100029;;094280;CA;143;Q;1;Y100;;;;;27
0201100029;;094280;CA;143;Q;2;;;;;;07
0201100029;;094280;CA;143;Y;1;N864;;;;;27
0201100029;;094280;CA;143;Y;2;;;;;;07
0201100092;;094198;XS;143;B;1;A017;;;;;27
0201100092;;094198;XS;143;B;2;;;;;;07
0201100092;;094198;XS;143;C;1;L001;;;;;27
0201100092;;094198;XS;143;C;2;;;;;;07
0201100092;;094198;XS;143;Q;1;Y100;;;;;27
0201100092;;094198;XS;143;Q;2;;;;;;07
0201100092;;094199;ME;143;B;1;A017;;;;;27
0201100092;;094199;ME;143;B;2;;;;;;07
0201100092;;094199;ME;143;C;1;L001;;;;;27
0201100092;;094199;ME;143;C;2;;;;;;07
0201100092;;094199;ME;143;Q;1;Y100;;;;;27
0201100092;;094199;ME;143;Q;2;;;;;;07
0201100092;;094200;XK;143;B;1;A017;;;;;27
0201100092;;094200;XK;143;B;2;;;;;;07
0201100092;;094200;XK;143;C;1;L001;;;;;27
0201100092;;094200;XK;143;C;2;;;;;;07
0201100092;;094200;XK;143;Q;1;Y100;;;;;27
0201100092;;094200;XK;143;Q;2;;;;;;07
0201100092;;094504;BA;143;B;1;A017;;;;;27
0201100092;;094504;BA;143;B;2;;;;;;07
0201100092;;094504;BA;143;C;1;L001;;;;;27
0201100092;;094504;BA;143;C;2;;;;;;07
0201100092;;094504;BA;143;Q;1;Y100;;;;;27
0201100092;;094504;BA;143;Q;2;;;;;;07
0201100092;;094505;MK;143;B;1;A017;;;;;27
0201100092;;094505;MK;143;B;2;;;;;;07
0201100092;;094505;MK;143;C;1;L001;;;;;27
0201100092;;094505;MK;143;C;2;;;;;;07
0201100092;;094505;MK;143;Q;1;Y100;;;;;27
0201100092;;094505;MK;143;Q;2;;;;;;07
0201100094;;094198;XS;143;B;1;A017;;;;;27
0201100094;;094198;XS;143;B;2;;;;;;07
0201100094;;094198;XS;143;C;1;L001;;;;;27
0201100094;;094198;XS;143;C;2;;;;;;07
0201100094;;094198;XS;143;Q;1;Y100;;;;;27
0201100094;;094198;XS;143;Q;2;;;;;;07
0201100094;;094199;ME;143;B;1;A017;;;;;27
0201100094;;094199;ME;143;B;2;;;;;;07
0201100094;;094199;ME;143;C;1;L001;;;;;27
0201100094;;094199;ME;143;C;2;;;;;;07
0201100094;;094199;ME;143;Q;1;Y100;;;;;27
0201100094;;094199;ME;143;Q;2;;;;;;07
0201100094;;094200;XK;143;B;1;A017;;;;;27
0201100094;;094200;XK;143;B;2;;;;;;07
0201100094;;094200;XK;143;C;1;L001;;;;;27
0201100094;;094200;XK;143;C;2;;;;;;07
0201100094;;094200;XK;143;Q;1;Y100;;;;;27
0201100094;;094200;XK;143;Q;2;;;;;;07
0201100094;;094280;CA;143;C;1;L001;;;;;27
0201100094;;094280;CA;143;C;2;;;;;;07
0201100094;;094280;CA;143;Q;1;Y100;;;;;27
0201100094;;094280;CA;143;Q;2;;;;;;07
0201100094;;094280;CA;143;Y;1;N864;;;;;27
0201100094;;094280;CA;143;Y;2;;;;;;07
0201100094;;094504;BA;143;B;1;A017;;;;;27
0201100094;;094504;BA;143;B;2;;;;;;07
0201100094;;094504;BA;143;C;1;L001;;;;;27
0201100094;;094504;BA;143;C;2;;;;;;07
0201100094;;094504;BA;143;Q;1;Y100;;;;;27
0201100094;;094504;BA;143;Q;2;;;;;;07
0201100094;;094505;MK;143;B;1;A017;;;;;27
0201100094;;094505;MK;143;B;2;;;;;;07
0201100094;;094505;MK;143;C;1;L001;;;;;27
0201100094;;094505;MK;143;C;2;;;;;;07
0201100094;;094505;MK;143;Q;1;Y100;;;;;27
0201100094;;094505;MK;143;Q;2;;;;;;07
0201100098;;094280;CA;143;C;1;L001;;;;;27
0201100098;;094280;CA;143;C;2;;;;;;07
0201100098;;094280;CA;143;Q;1;Y100;;;;;27
0201100098;;094280;CA;143;Q;2;;;;;;07
0201100098;;094280;CA;143;Y;1;N864;;;;;27
0201100098;;094280;CA;143;Y;2;;;;;;07
0201200000;;094181;CL;143;B;1;L001;;;;;27
0201200000;;094181;CL;143;B;2;;;;;;07
0201200000;;094181;CL;143;C;1;A017;;;;;27
0201200000;;094181;CL;143;C;2;;;;;;07
0201200000;;094181;CL;143;Q;1;Y100;;;;;27
0201200000;;094181;CL;143;Q;2;;;;;;07
0201202021;;094002;CA;122;B;1;A017;;;;;27
0201202021;;094002;CA;122;B;2;;;;;;07
0201202021;;094002;CA;122;C;1;L001;;;;;27
0201202021;;094002;CA;122;C;2;;;;;;07
0201202021;;094002;CA;122;Q;1;Y100;;;;;27
0201202021;;094002;CA;122;Q;2;;;;;;07
0201202021;;094002;US;122;B;1;A017;;;;;27
0201202021;;094002;US;122;B;2;;;;;;07
0201202021;;094002;US;122;C;1;L001;;;;;27
0201202021;;094002;US;122;C;2;;;;;;07
0201202021;;094002;US;122;Q;1;Y100;;;;;27
0201202021;;094002;US;122;Q;2;;;;;;07
0201202029;;092202;AR;122;B;1;A023;;;;;27
0201202029;;092202;AR;122;B;1;A023;;;;;27
0201202029;;092202;AR;122;B;1;A023;;;;;27
0201202029;;092202;AR;122;B;1;A023;;;;;27
0201202029;;092202;AR;122;B;2;;;;;;07
0201202029;;092202;AR;122;B;2;;;;;;07
0201202029;;092202;AR;122;B;2;;;;;;07
0201202029;;092202;AR;122;B;2;;;;;;07
0201202029;;092202;AU;122;B;1;A023;;;;;27
0201202029;;092202;AU;122;B;1;A023;;;;;27
0201202029;;092202;AU;122;B;1;A023;;;;;27
0201202029;;092202;AU;122;B;1;A023;;;;;27
0201202029;;092202;AU;122;B;2;;;;;;07
0201202029;;092202;AU;122;B;2;;;;;;07
0201202029;;092202;AU;122;B;2;;;;;;07
0201202029;;092202;AU;122;B;2;;;;;;07
0201202029;;092202;CA;122;B;1;A023;;;;;27
0201202029;;092202;CA;122;B;1;A023;;;;;27
0201202029;;092202;CA;122;B;1;A023;;;;;27
0201202029;;092202;CA;122;B;1;A023;;;;;27
0201202029;;092202;CA;122;B;2;;;;;;07
0201202029;;092202;CA;122;B;2;;;;;;07
0201202029;;092202;CA;122;B;2;;;;;;07
0201202029;;092202;CA;122;B;2;;;;;;07
0201202029;;092202;NZ;122;B;1;A023;;;;;27
0201202029;;092202;NZ;122;B;1;A023;;;;;27
0201202029;;092202;NZ;122;B;1;A023;;;;;27
0201202029;;092202;NZ;122;B;1;A023;;;;;27
0201202029;;092202;NZ;122;B;2;;;;;;07
0201202029;;092202;NZ;122;B;2;;;;;;07
0201202029;;092202;NZ;122;B;2;;;;;;07
0201202029;;092202;NZ;122;B;2;;;;;;07
0201202029;;092202;UY;122;B;1;A023;;;;;27
0201202029;;092202;UY;122;B;1;A023;;;;;27
0201202029;;092202;UY;122;B;1;A023;;;;;27
0201202029;;092202;UY;122;B;1;A023;;;;;27
0201202029;;092202;UY;122;B;2;;;;;;07
0201202029;;092202;UY;122;B;2;;;;;;07
0201202029;;092202;UY;122;B;2;;;;;;07
0201202029;;092202;UY;122;B;2;;;;;;07
0201202029;;092203;US;122;B;1;A023;;;;;27
0201202029;;092203;US;122;B;1;A023;;;;;27
0201202029;;092203;US;122;B;1;A023;;;;;27
0201202029;;092203;US;122;B;1;A023;;;;;27
0201202029;;092203;US;122;B;2;;;;;;07
0201202029;;092203;US;122;B;2;;;;;;07
0201202029;;092203;US;122;B;2;;;;;;07
0201202029;;092203;US;122;B;2;;;;;;07
0201202029;;094002;CA;122;B;1;A017;;;;;27
0201202029;;094002;CA;122;B;2;;;;;;07
0201202029;;094002;CA;122;C;1;L001;;;;;27
0201202029;;094002;CA;122;C;2;;;;;;07
0201202029;;094002;CA;122;Q;1;Y100;;;;;27
0201202029;;094002;CA;122;Q;2;;;;;;07
0201202029;;094002;US;122;B;1;A017;;;;;27
0201202029;;094002;US;122;B;2;;;;;;07
0201202029;;094002;US;122;C;1;L001;;;;;27
0201202029;;094002;US;122;C;2;;;;;;07
0201202029;;094002;US;122;Q;1;Y100;;;;;27
0201202029;;094002;US;122;Q;2;;;;;;07
0201202029;;094280;CA;143;C;1;L001;;;;;27
0201202029;;094280;CA;143;C;2;;;;;;07
0201202029;;094280;CA;143;Q;1;Y100;;;;;27
0201202029;;094280;CA;143;Q;2;;;;;;07
0201202029;;094280;CA;143;Y;1;N864;;;;;27
0201202029;;094280;CA;143;Y;2;;;;;;07
0201202092;;094198;XS;143;B;1;A017;;;;;27
0201202092;;094198;XS;143;B;2;;;;;;07
0201202092;;094198;XS;143;C;1;L001;;;;;27
0201202092;;094198;XS;143;C;2;;;;;;07
0201202092;;094198;XS;143;Q;1;Y100;;;;;27
0201202092;;094198;XS;143;Q;2;;;;;;07
0201202092;;094199;ME;143;B;1;A017;;;;;27
0201202092;;094199;ME;143;B;2;;;;;;07
0201202092;;094199;ME;143;C;1;L001;;;;;27
0201202092;;094199;ME;143;C;2;;;;;;07
0201202092;;094199;ME;143;Q;1;Y100;;;;;27
0201202092;;094199;ME;143;Q;2;;;;;;07
0201202092;;094200;XK;143;B;1;A017;;;;;27
0201202092;;094200;XK;143;B;2;;;;;;07
0201202092;;094200;XK;143;C;1;L001;;;;;27
0201202092;;094200;XK;143;C;2;;;;;;07
0201202092;;094200;XK;143;Q;1;Y100;;;;;27
0201202092;;094200;XK;143;Q;2;;;;;;07
0201202092;;094504;BA;143;B;1;A017;;;;;27
0201202092;;094504;BA;143;B;2;;;;;;07
0201202092;;094504;BA;143;C;1;L001;;;;;27
0201202092;;094504;BA;143;C;2;;;;;;07
0201202092;;094504;BA;143;Q;1;Y100;;;;;27
0201202092;;094504;BA;143;Q;2;;;;;;07
0201202092;;094505;MK;143;B;1;A017;;;;;27
0201202092;;094505;MK;143;B;2;;;;;;07
0201202092;;094505;MK;143;C;1;L001;;;;;27
0201202092;;094505;MK;143;C;2;;;;;;07
0201202092;;094505;MK;143;Q;1;Y100;;;;;27
0201202092;;094505;MK;143;Q;2;;;;;;07
0201202094;;094198;XS;143;B;1;A017;;;;;27
0201202094;;094198;XS;143;B;2;;;;;;07
0201202094;;094198;XS;143;C;1;L001;;;;;27
0201202094;;094198;XS;143;C;2;;;;;;07
0201202094;;094198;XS;143;Q;1;Y100;;;;;27
0201202094;;094198;XS;143;Q;2;;;;;;07
0201202094;;094199;ME;143;B;1;A017;;;;;27
0201202094;;094199;ME;143;B;2;;;;;;07
0201202094;;094199;ME;143;C;1;L001;;;;;27
0201202094;;094199;ME;143;C;2;;;;;;07
0201202094;;094199;ME;143;Q;1;Y100;;;;;27
0201202094;;094199;ME;143;Q;2;;;;;;07
0201202094;;094200;XK;143;B;1;A017;;;;;27
0201202094;;094200;XK;143;B;2;;;;;;07
0201202094;;094200;XK;143;C;1;L001;;;;;27
0201202094;;094200;XK;143;C;2;;;;;;07
0201202094;;094200;XK;143;Q;1;Y100;;;;;27
0201202094;;094200;XK;143;Q;2;;;;;;07
0201202094;;094280;CA;143;C;1;L001;;;;;27
0201202094;;094280;CA;143;C;2;;;;;;07
0201202094;;094280;CA;143;Q;1;Y100;;;;;27
0201202094;;094280;CA;143;Q;2;;;;;;07
0201202094;;094280;CA;143;Y;1;N864;;;;;27
0201202094;;094280;CA;143;Y;2;;;;;;07
0201202094;;094504;BA;143;B;1;A017;;;;;27
0201202094;;094504;BA;143;B;2;;;;;;07
0201202094;;094504;BA;143;C;1;L001;;;;;27
0201202094;;094504;BA;143;C;2;;;;;;07
0201202094;;094504;BA;143;Q;1;Y100;;;;;27
0201202094;;094504;BA;143;Q;2;;;;;;07
0201202094;;094505;MK;143;B;1;A017;;;;;27
0201202094;;094505;MK;143;B;2;;;;;;07
0201202094;;094505;MK;143;C;1;L001;;;;;27
0201202094;;094505;MK;143;C;2;;;;;;07
0201202094;;094505;MK;143;Q;1;Y100;;;;;27
0201202094;;094505;MK;143;Q;2;;;;;;07
0201202098;;094280;CA;143;C;1;L001;;;;;27
0201202098;;094280;CA;143;C;2;;;;;;07
0201202098;;094280;CA;143;Q;1;Y100;;;;;27
0201202098;;094280;CA;143;Q;2;;;;;;07
0201202098;;094280;CA;143;Y;1;N864;;;;;27
0201202098;;094280;CA;143;Y;2;;;;;;07
0201203021;;094002;CA;122;B;1;A017;;;;;27
0201203021;;094002;CA;122;B;2;;;;;;07
0201203021;;094002;CA;122;C;1;L001;;;;;27
0201203021;;094002;CA;122;C;2;;;;;;07
0201203021;;094002;CA;122;Q;1;Y100;;;;;27
0201203021;;094002;CA;122;Q;2;;;;;;07
0201203021;;094002;US;122;B;1;A017;;;;;27
0201203021;;094002;US;122;B;2;;;;;;07
0201203021;;094002;US;122;C;1;L001;;;;;27
0201203021;;094002;US;122;C;2;;;;;;07
0201203021;;094002;US;122;Q;1;Y100;;;;;27
0201203021;;094002;US;122;Q;2;;;;;;07
0201203029;;092202;AR;122;B;1;A023;;;;;27
0201203029;;092202;AR;122;B;1;A023;;;;;27
0201203029;;092202;AR;122;B;1;A023;;;;;27
0201203029;;092202;AR;122;B;1;A023;;;;;27
0201203029;;092202;AR;122;B;2;;;;;;07
0201203029;;092202;AR;122;B;2;;;;;;07
0201203029;;092202;AR;122;B;2;;;;;;07
0201203029;;092202;AR;122;B;2;;;;;;07
0201203029;;092202;AU;122;B;1;A023;;;;;27
0201203029;;092202;AU;122;B;1;A023;;;;;27
0201203029;;092202;AU;122;B;1;A023;;;;;27
0201203029;;092202;AU;122;B;1;A023;;;;;27
0201203029;;092202;AU;122;B;2;;;;;;07
0201203029;;092202;AU;122;B;2;;;;;;07
0201203029;;092202;AU;122;B;2;;;;;;07
0201203029;;092202;AU;122;B;2;;;;;;07
0201203029;;092202;CA;122;B;1;A023;;;;;27
0201203029;;092202;CA;122;B;1;A023;;;;;27
0201203029;;092202;CA;122;B;1;A023;;;;;27
0201203029;;092202;CA;122;B;1;A023;;;;;27
0201203029;;092202;CA;122;B;2;;;;;;07
0201203029;;092202;CA;122;B;2;;;;;;07
0201203029;;092202;CA;122;B;2;;;;;;07
0201203029;;092202;CA;122;B;2;;;;;;07
0201203029;;092202;NZ;122;B;1;A023;;;;;27
0201203029;;092202;NZ;122;B;1;A023;;;;;27
0201203029;;092202;NZ;122;B;1;A023;;;;;27
0201203029;;092202;NZ;122;B;1;A023;;;;;27
0201203029;;092202;NZ;122;B;2;;;;;;07
0201203029;;092202;NZ;122;B;2;;;;;;07
0201203029;;092202;NZ;122;B;2;;;;;;07
0201203029;;092202;NZ;122;B;2;;;;;;07
0201203029;;092202;UY;122;B;1;A023;;;;;27
0201203029;;092202;UY;122;B;1;A023;;;;;27
0201203029;;092202;UY;122;B;1;A023;;;;;27
0201203029;;092202;UY;122;B;1;A023;;;;;27
0201203029;;092202;UY;122;B;2;;;;;;07
0201203029;;092202;UY;122;B;2;;;;;;07
0201203029;;092202;UY;122;B;2;;;;;;07
0201203029;;092202;UY;122;B;2;;;;;;07
0201203029;;092203;US;122;B;1;A023;;;;;27
0201203029;;092203;US;122;B;1;A023;;;;;27
0201203029;;092203;US;122;B;1;A023;;;;;27
0201203029;;092203;US;122;B;1;A023;;;;;27
0201203029;;092203;US;122;B;2;;;;;;07
0201203029;;092203;US;122;B;2;;;;;;07
0201203029;;092203;US;122;B;2;;;;;;07
0201203029;;092203;US;122;B;2;;;;;;07
0201203029;;094002;CA;122;B;1;A017;;;;;27
0201203029;;094002;CA;122;B;2;;;;;;07
0201203029;;094002;CA;122;C;1;L001;;;;;27
0201203029;;094002;CA;122;C;2;;;;;;07
0201203029;;094002;CA;122;Q;1;Y100;;;;;27
0201203029;;094002;CA;122;Q;2;;;;;;07
0201203029;;094002;US;122;B;1;A017;;;;;27
0201203029;;094002;US;122;B;2;;;;;;07
0201203029;;094002;US;122;C;1;L001;;;;;27
0201203029;;094002;US;122;C;2;;;;;;07
0201203029;;094002;US;122;Q;1;Y100;;;;;27
0201203029;;094002;US;122;Q;2;;;;;;07
0201203029;;094280;CA;143;C;1;L001;;;;;27
0201203029;;094280;CA;143;C;2;;;;;;07
0201203029;;094280;CA;143;Q;1;Y100;;;;;27
0201203029;;094280;CA;143;Q;2;;;;;;07
0201203029;;094280;CA;143;Y;1;N864;;;;;27
0201203029;;094280;CA;143;Y;2;;;;;;07
0201203092;;094198;XS;143;B;1;A017;;;;;27
0201203092;;094198;XS;143;B;2;;;;;;07
0201203092;;094198;XS;143;C;1;L001;;;;;27
0201203092;;094198;XS;143;C;2;;;;;;07
0201203092;;094198;XS;143;Q;1;Y100;;;;;27
0201203092;;094198;XS;143;Q;2;;;;;;07
0201203092;;094199;ME;143;B;1;A017;;;;;27
0201203092;;094199;ME;143;B;2;;;;;;07
0201203092;;094199;ME;143;C;1;L001;;;;;27
0201203092;;094199;ME;143;C;2;;;;;;07
0201203092;;094199;ME;143;Q;1;Y100;;;;;27
0201203092;;094199;ME;143;Q;2;;;;;;07
0201203092;;094200;XK;143;B;1;A017;;;;;27
0201203092;;094200;XK;143;B;2;;;;;;07
0201203092;;094200;XK;143;C;1;L001;;;;;27
0201203092;;094200;XK;143;C;2;;;;;;07
0201203092;;094200;XK;143;Q;1;Y100;;;;;27
0201203092;;094200;XK;143;Q;2;;;;;;07
0201203092;;094504;BA;143;B;1;A017;;;;;27
0201203092;;094504;BA;143;B;2;;;;;;07
0201203092;;094504;BA;143;C;1;L001;;;;;27
0201203092;;094504;BA;143;C;2;;;;;;07
0201203092;;094504;BA;143;Q;1;Y100;;;;;27
0201203092;;094504;BA;143;Q;2;;;;;;07
0201203092;;094505;MK;143;B;1;A017;;;;;27
0201203092;;094505;MK;143;B;2;;;;;;07
0201203092;;094505;MK;143;C;1;L001;;;;;27
0201203092;;094505;MK;143;C;2;;;;;;07
0201203092;;094505;MK;143;Q;1;Y100;;;;;27
0201203092;;094505;MK;143;Q;2;;;;;;07
0201203094;;094198;XS;143;B;1;A017;;;;;27
0201203094;;094198;XS;143;B;2;;;;;;07
0201203094;;094198;XS;143;C;1;L001;;;;;27
0201203094;;094198;XS;143;C;2;;;;;;07
0201203094;;094198;XS;143;Q;1;Y100;;;;;27
0201203094;;094198;XS;143;Q;2;;;;;;07
0201203094;;094199;ME;143;B;1;A017;;;;;27
0201203094;;094199;ME;143;B;2;;;;;;07
0201203094;;094199;ME;143;C;1;L001;;;;;27
0201203094;;094199;ME;143;C;2;;;;;;07
0201203094;;094199;ME;143;Q;1;Y100;;;;;27
0201203094;;094199;ME;143;Q;2;;;;;;07
0201203094;;094200;XK;143;B;1;A017;;;;;27
0201203094;;094200;XK;143;B;2;;;;;;07
0201203094;;094200;XK;143;C;1;L001;;;;;27
0201203094;;094200;XK;143;C;2;;;;;;07
0201203094;;094200;XK;143;Q;1;Y100;;;;;27
0201203094;;094200;XK;143;Q;2;;;;;;07
0201203094;;094280;CA;143;C;1;L001;;;;;27
0201203094;;094280;CA;143;C;2;;;;;;07
0201203094;;094280;CA;143;Q;1;Y100;;;;;27
0201203094;;094280;CA;143;Q;2;;;;;;07
0201203094;;094280;CA;143;Y;1;N864;;;;;27
0201203094;;094280;CA;143;Y;2;;;;;;07
0201203094;;094504;BA;143;B;1;A017;;;;;27
0201203094;;094504;BA;143;B;2;;;;;;07
0201203094;;094504;BA;143;C;1;L001;;;;;27
0201203094;;094504;BA;143;C;2;;;;;;07
0201203094;;094504;BA;143;Q;1;Y100;;;;;27
0201203094;;094504;BA;143;Q;2;;;;;;07
0201203094;;094505;MK;143;B;1;A017;;;;;27
0201203094;;094505;MK;143;B;2;;;;;;07
0201203094;;094505;MK;143;C;1;L001;;;;;27
0201203094;;094505;MK;143;C;2;;;;;;07
0201203094;;094505;MK;143;Q;1;Y100;;;;;27
0201203094;;094505;MK;143;Q;2;;;;;;07
0201203098;;094280;CA;143;C;1;L001;;;;;27
0201203098;;094280;CA;143;C;2;;;;;;07
0201203098;;094280;CA;143;Q;1;Y100;;;;;27
0201203098;;094280;CA;143;Q;2;;;;;;07
0201203098;;094280;CA;143;Y;1;N864;;;;;27
0201203098;;094280;CA;143;Y;2;;;;;;07
0201205021;;094002;CA;122;B;1;A017;;;;;27
0201205021;;094002;CA;122;B;2;;;;;;07
0201205021;;094002;CA;122;C;1;L001;;;;;27
0201205021;;094002;CA;122;C;2;;;;;;07
0201205021;;094002;CA;122;Q;1;Y100;;;;;27
0201205021;;094002;CA;122;Q;2;;;;;;07
0201205021;;094002;US;122;B;1;A017;;;;;27
0201205021;;094002;US;122;B;2;;;;;;07
0201205021;;094002;US;122;C;1;L001;;;;;27
0201205021;;094002;US;122;C;2;;;;;;07
0201205021;;094002;US;122;Q;1;Y100;;;;;27
0201205021;;094002;US;122;Q;2;;;;;;07
0201205029;;092202;AR;122;B;1;A023;;;;;27
0201205029;;092202;AR;122;B;1;A023;;;;;27
0201205029;;092202;AR;122;B;1;A023;;;;;27
0201205029;;092202;AR;122;B;1;A023;;;;;27
0201205029;;092202;AR;122;B;2;;;;;;07
0201205029;;092202;AR;122;B;2;;;;;;07
0201205029;;092202;AR;122;B;2;;;;;;07
0201205029;;092202;AR;122;B;2;;;;;;07
0201205029;;092202;AU;122;B;1;A023;;;;;27
0201205029;;092202;AU;122;B;1;A023;;;;;27
0201205029;;092202;AU;122;B;1;A023;;;;;27
0201205029;;092202;AU;122;B;1;A023;;;;;27
0201205029;;092202;AU;122;B;2;;;;;;07
0201205029;;092202;AU;122;B;2;;;;;;07
0201205029;;092202;AU;122;B;2;;;;;;07
0201205029;;092202;AU;122;B;2;;;;;;07
0201205029;;092202;CA;122;B;1;A023;;;;;27
0201205029;;092202;CA;122;B;1;A023;;;;;27
0201205029;;092202;CA;122;B;1;A023;;;;;27
0201205029;;092202;CA;122;B;1;A023;;;;;27
0201205029;;092202;CA;122;B;2;;;;;;07
0201205029;;092202;CA;122;B;2;;;;;;07
0201205029;;092202;CA;122;B;2;;;;;;07
0201205029;;092202;CA;122;B;2;;;;;;07
0201205029;;092202;NZ;122;B;1;A023;;;;;27
0201205029;;092202;NZ;122;B;1;A023;;;;;27
0201205029;;092202;NZ;122;B;1;A023;;;;;27
0201205029;;092202;NZ;122;B;1;A023;;;;;27
0201205029;;092202;NZ;122;B;2;;;;;;07
0201205029;;092202;NZ;122;B;2;;;;;;07
0201205029;;092202;NZ;122;B;2;;;;;;07
0201205029;;092202;NZ;122;B;2;;;;;;07
0201205029;;092202;UY;122;B;1;A023;;;;;27
0201205029;;092202;UY;122;B;1;A023;;;;;27
0201205029;;092202;UY;122;B;1;A023;;;;;27
0201205029;;092202;UY;122;B;1;A023;;;;;27
0201205029;;092202;UY;122;B;2;;;;;;07
0201205029;;092202;UY;122;B;2;;;;;;07
0201205029;;092202;UY;122;B;2;;;;;;07
0201205029;;092202;UY;122;B;2;;;;;;07
0201205029;;092203;US;122;B;1;A023;;;;;27
0201205029;;092203;US;122;B;1;A023;;;;;27
0201205029;;092203;US;122;B;1;A023;;;;;27
0201205029;;092203;US;122;B;1;A023;;;;;27
0201205029;;092203;US;122;B;2;;;;;;07
0201205029;;092203;US;122;B;2;;;;;;07
0201205029;;092203;US;122;B;2;;;;;;07
0201205029;;092203;US;122;B;2;;;;;;07
0201205029;;094002;CA;122;B;1;A017;;;;;27
0201205029;;094002;CA;122;B;2;;;;;;07
0201205029;;094002;CA;122;C;1;L001;;;;;27
0201205029;;094002;CA;122;C;2;;;;;;07
0201205029;;094002;CA;122;Q;1;Y100;;;;;27
0201205029;;094002;CA;122;Q;2;;;;;;07
0201205029;;094002;US;122;B;1;A017;;;;;27
0201205029;;094002;US;122;B;2;;;;;;07
0201205029;;094002;US;122;C;1;L001;;;;;27
0201205029;;094002;US;122;C;2;;;;;;07
0201205029;;094002;US;122;Q;1;Y100;;;;;27
0201205029;;094002;US;122;Q;2;;;;;;07
0201205029;;094280;CA;143;C;1;L001;;;;;27
0201205029;;094280;CA;143;C;2;;;;;;07
0201205029;;094280;CA;143;Q;1;Y100;;;;;27
0201205029;;094280;CA;143;Q;2;;;;;;07
0201205029;;094280;CA;143;Y;1;N864;;;;;27
0201205029;;094280;CA;143;Y;2;;;;;;07
0201205092;;094198;XS;143;B;1;A017;;;;;27
0201205092;;094198;XS;143;B;2;;;;;;07
0201205092;;094198;XS;143;C;1;L001;;;;;27
0201205092;;094198;XS;143;C;2;;;;;;07
0201205092;;094198;XS;143;Q;1;Y100;;;;;27
0201205092;;094198;XS;143;Q;2;;;;;;07
0201205092;;094199;ME;143;B;1;A017;;;;;27
0201205092;;094199;ME;143;B;2;;;;;;07
0201205092;;094199;ME;143;C;1;L001;;;;;27
0201205092;;094199;ME;143;C;2;;;;;;07
0201205092;;094199;ME;143;Q;1;Y100;;;;;27
0201205092;;094199;ME;143;Q;2;;;;;;07
0201205092;;094200;XK;143;B;1;A017;;;;;27
0201205092;;094200;XK;143;B;2;;;;;;07
0201205092;;094200;XK;143;C;1;L001;;;;;27
0201205092;;094200;XK;143;C;2;;;;;;07
0201205092;;094200;XK;143;Q;1;Y100;;;;;27
0201205092;;094200;XK;143;Q;2;;;;;;07
0201205092;;094504;BA;143;B;1;A017;;;;;27
0201205092;;094504;BA;143;B;2;;;;;;07
0201205092;;094504;BA;143;C;1;L001;;;;;27
0201205092;;094504;BA;143;C;2;;;;;;07
0201205092;;094504;BA;143;Q;1;Y100;;;;;27
0201205092;;094504;BA;143;Q;2;;;;;;07
0201205092;;094505;MK;143;B;1;A017;;;;;27
0201205092;;094505;MK;143;B;2;;;;;;07
0201205092;;094505;MK;143;C;1;L001;;;;;27
0201205092;;094505;MK;143;C;2;;;;;;07
